PRCE_REG_YMD,PDLT_CODE,PDLT_NM,SPCS_CODE,SPCS_NM,AVRG_PRCE,WSRT_EXMN_SE_CODE,EXMN_SE_NM,GRAD_CODE,GRAD_NM,DSBN_STEP_ACTO_UNIT_NM,DSBN_STEP_ACTO_WT,TDY_LWET_PRCE,TDY_MAX_PRCE,ETL_LDG_DT
20231204,111,쌀,01,20kg,56924.800,01,소매,04,상품,kg,20,48800.000,63900.000,20231219055743
20231204,111,쌀,01,20kg,50360.000,02,도매,04,상품,kg,20,47700.000,52300.000,20231219055743
20231204,111,쌀,01,20kg,47733.333,02,도매,05,중품,kg,20,45500.000,50100.000,20231219055743
20231204,111,쌀,10,10kg,29054.800,01,소매,04,상품,kg,10,24400.000,35900.000,20231219055743
20231204,111,쌀,KA,쌀(전체),29054.800,01,소매,04,상품,kg,10,24400.000,35900.000,20231219055743
20231204,111,쌀,KA,쌀(전체),56924.800,01,소매,04,상품,kg,20,48800.000,63900.000,20231219055743
20231204,111,쌀,KA,쌀(전체),50360.000,02,도매,04,상품,kg,20,47700.000,52300.000,20231219055743
20231204,111,쌀,KA,쌀(전체),47733.333,02,도매,05,중품,kg,20,45500.000,50100.000,20231219055743
20231204,112,찹쌀,01,일반계,3571.400,01,소매,04,상품,kg,1,2950.000,4700.000,20231219055743
20231204,112,찹쌀,01,일반계,103840.000,02,도매,04,상품,kg,40,102000.000,98200.000,20231219055743
20231204,112,찹쌀,01,일반계,96460.000,02,도매,05,중품,kg,40,101000.000,93500.000,20231219055743
20231204,112,찹쌀,KA,찹쌀(전체),3571.400,01,소매,04,상품,kg,1,2950.000,4700.000,20231219055743
20231204,112,찹쌀,KA,찹쌀(전체),103840.000,02,도매,04,상품,kg,40,102000.000,98200.000,20231219055743
20231204,112,찹쌀,KA,찹쌀(전체),96460.000,02,도매,05,중품,kg,40,101000.000,93500.000,20231219055743
20231204,141,콩,01,흰 콩(국산),4889.574,01,소매,04,상품,g,500,3330.000,7560.000,20231219055743
20231204,141,콩,01,흰 콩(국산),219400.000,02,도매,04,상품,kg,40,216000.000,224000.000,20231219055743
20231204,141,콩,01,흰 콩(국산),198750.000,02,도매,05,중품,kg,40,180000.000,207000.000,20231219055743
20231204,141,콩,03,흰 콩(수입),125600.000,02,도매,05,중품,kg,35,115000.000,130000.000,20231219055743
20231204,141,콩,KA,콩(전체),4889.574,01,소매,04,상품,g,500,3330.000,7560.000,20231219055743
20231204,141,콩,KA,콩(전체),219400.000,02,도매,04,상품,kg,40,216000.000,224000.000,20231219055743
20231204,141,콩,KA,콩(전체),125600.000,02,도매,05,중품,kg,35,115000.000,130000.000,20231219055743
20231204,141,콩,KA,콩(전체),198750.000,02,도매,05,중품,kg,40,180000.000,207000.000,20231219055743
20231204,142,팥,00,붉은 팥(국산),7631.800,01,소매,04,상품,g,500,11950.000,9800.000,20231219055743
20231204,142,팥,00,붉은 팥(국산),445800.000,02,도매,04,상품,kg,40,398000.000,488000.000,20231219055743
20231204,142,팥,00,붉은 팥(국산),439000.000,02,도매,05,중품,kg,40,410000.000,470000.000,20231219055743
20231204,142,팥,01,붉은 팥(수입),274600.000,02,도매,05,중품,kg,40,272000.000,281000.000,20231219055743
